name	link	movie_title	num_votes	num_comments	mbti
Lloyd Garmadon	https://www.personality-database.com/profile/14264/lloyd-garmadon-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	437	80	ENFJ
Mrs. Puff	https://www.personality-database.com/profile/25219/mrs-puff-spongebob-squarepants-1999-mbti-personality-type	SpongeBob SquarePants (1999)	422	21	ISFJ
Ed	https://www.personality-database.com/profile/1643/ed-ed-edd-n-eddy-1999-mbti-personality-type	Ed, Edd n Eddy (1999)	438	22	ENFP
Penny Fitzgerald	https://www.personality-database.com/profile/1762/penny-fitzgerald-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	354	13	ESFJ
Lucy Loud	https://www.personality-database.com/profile/10501/lucy-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	417	36	INFP
Chiko (Ёжик)	https://www.personality-database.com/profile/207699/chiko--kikorikigogorikismeshariki-mbti-personality-type	KikoRiki/GoGoRiki/Smeshariki(Смешарики)	399	34	ISFJ
Jay	https://www.personality-database.com/profile/14259/jay-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	474	70	ENFP
Lola Loud	https://www.personality-database.com/profile/10502/lola-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	342	9	ENTJ
Cole	https://www.personality-database.com/profile/14262/cole-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	444	30	ISTP
Perfuma	https://www.personality-database.com/profile/25099/perfuma-shera-and-the-princesses-of-power-2018-mbti-personality-type	She-Ra and the Princesses of Power (2018)	417	12	ESFJ
Ben	https://www.personality-database.com/profile/142837/ben-talking-tom-and-friends-mbti-personality-type	Talking Tom and Friends	339	83	INTP
Valtor	https://www.personality-database.com/profile/117880/valtor-winx-club-2004-mbti-personality-type	Winx Club (2004)	309	7	INTJ
Victoria "Vicky"	https://www.personality-database.com/profile/137004/victoria-vicky-metal-family-mbti-personality-type	Metal Family	370	36	ESFP
Carmen Sandiego "Black Sheep"	https://www.personality-database.com/profile/46240/carmen-sandiego-black-sheep-carmen-sandiego-2019-mbti-personality-type	Carmen Sandiego (2019)	367	11	ESTP
Candy Chiu	https://www.personality-database.com/profile/1230/candy-chiu-gravity-falls-2012-mbti-personality-type	Gravity Falls (2012)	285	10	INFP
Snoopy	https://www.personality-database.com/profile/9824/snoopy-peanuts-mbti-personality-type	Peanuts	356	25	ENTP
Leni Loud	https://www.personality-database.com/profile/6651/leni-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	369	31	ESFJ
Lisa Loud	https://www.personality-database.com/profile/10503/lisa-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	358	12	INTP
Ranboo (Dream SMP)	https://www.personality-database.com/profile/253657/ranboo-dream-smp-dream-smp-mbti-personality-type	Dream SMP	424	35	INFJ
Kai	https://www.personality-database.com/profile/14261/kai-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	366	51	ESTP
Angella	https://www.personality-database.com/profile/86967/angella-shera-and-the-princesses-of-power-2018-mbti-personality-type	She-Ra and the Princesses of Power (2018)	369	9	ISTJ
Jack Walten	https://www.personality-database.com/profile/221017/jack-walten-the-walten-files-mbti-personality-type	The Walten Files	270	43	ENFJ
Dan	https://www.personality-database.com/profile/64745/dan-dan-vs-mbti-personality-type	Dan Vs.	334	61	ENTP
Linda Belcher	https://www.personality-database.com/profile/4845/linda-belcher-bobs-burgers-2011-mbti-personality-type	Bob's Burgers (2011)	303	21	ESFJ
Lori Loud	https://www.personality-database.com/profile/6650/lori-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	334	15	ESTJ
Sonata Dusk	https://www.personality-database.com/profile/7604/sonata-dusk-my-little-pony-friendship-is-magic-2010-mbti-personality-type	My Little Pony: Friendship Is Magic (2010)	244	4	ENFP
Beth	https://www.personality-database.com/profile/8578/beth-total-drama-2007-mbti-personality-type	Total Drama (2007)	340	6	ESFJ
Wally (Бараш)	https://www.personality-database.com/profile/207705/wally--kikorikigogorikismeshariki-mbti-personality-type	KikoRiki/GoGoRiki/Smeshariki(Смешарики)	399	41	INFP
Principal Hieronymus Bump	https://www.personality-database.com/profile/114046/principal-hieronymus-bump-the-owl-house-2020-mbti-personality-type	The Owl House (2020)	255	37	ENFP
Luna Loud	https://www.personality-database.com/profile/6652/luna-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	258	7	ESFP
Justin	https://www.personality-database.com/profile/8589/justin-total-drama-2007-mbti-personality-type	Total Drama (2007)	307	25	ESFP
George	https://www.personality-database.com/profile/39473/george-curious-george-mbti-personality-type	Curious George	272	27	ENFP
Nathalie Sancoeur "Mayura"	https://www.personality-database.com/profile/49184/nathalie-sancoeur-mayura-miraculous-tales-of-ladybug-cat-noir-2015-mbti-personality-type	Miraculous: Tales of Ladybug & Cat Noir (2015)	281	23	ISTJ
Mickey Mouse	https://www.personality-database.com/profile/8952/mickey-mouse-mickey-mouse-clubhouse-mbti-personality-type	Mickey Mouse Clubhouse	285	39	ENFP
Nya	https://www.personality-database.com/profile/14263/nya-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	266	27	ISTP
Sevika	https://www.personality-database.com/profile/430761/sevika-arcane-2021-mbti-personality-type	Arcane (2021)	384	38	ISTP
Jiang Cheng / Wanyin	https://www.personality-database.com/profile/23749/jiang-cheng-wanyin-grandmaster-of-demonic-cultivation-mo-dao-zu-shi-mbti-personality-type	Grandmaster of Demonic Cultivation (Mo Dao Zu Shi)	295	24	ESTJ
Lynn Loud Jr.	https://www.personality-database.com/profile/10506/lynn-loud-jr-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	262	9	ESTP
Netossa	https://www.personality-database.com/profile/129382/netossa-shera-and-the-princesses-of-power-2018-mbti-personality-type	She-Ra and the Princesses of Power (2018)	250	13	ENTJ
Gaylord Robinson	https://www.personality-database.com/profile/45924/gaylord-robinson-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	219	50	ISTJ
Hunter	https://www.personality-database.com/profile/100620/hunter-star-wars-the-clone-wars-2008-mbti-personality-type	Star Wars: The Clone Wars (2008)	184	77	INTJ
Ozpin	https://www.personality-database.com/profile/12894/ozpin-rwby-2012-mbti-personality-type	RWBY (2012)	201	15	INFJ
Cascão (Smudge)	https://www.personality-database.com/profile/29807/casco-smudge-monicas-gang-turma-da-mnica-mbti-personality-type	Monica's Gang (Turma da Mônica)	303	24	ESFP
Horde Prime	https://www.personality-database.com/profile/87678/horde-prime-shera-and-the-princesses-of-power-2018-mbti-personality-type	She-Ra and the Princesses of Power (2018)	239	26	ENTJ
Moony	https://www.personality-database.com/profile/192458/moony-ena-2020-web-mbti-personality-type	ENA (2020) (Web)	224	21	ESTP
Lord Hater	https://www.personality-database.com/profile/25352/lord-hater-wander-over-yonder-2013-mbti-personality-type	Wander Over Yonder (2013)	238	7	XXXX
Gandhi	https://www.personality-database.com/profile/56561/gandhi-clone-high-2002-mbti-personality-type	Clone High (2002)	243	30	ENFP
Angelo Lawrence	https://www.personality-database.com/profile/32183/angelo-lawrence-angelo-rules-mbti-personality-type	Angelo Rules	162	8	ENTP
Striker	https://www.personality-database.com/profile/313089/striker-helluva-boss-2019-mbti-personality-type	Helluva Boss (2019)	226	24	ESTP
Husk	https://www.personality-database.com/profile/66155/husk-hazbin-hotel-2019-mbti-personality-type	Hazbin Hotel (2019)	190	2	ISTP
Teri	https://www.personality-database.com/profile/45970/teri-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	170	11	ISTJ
Rolf	https://www.personality-database.com/profile/8010/rolf-ed-edd-n-eddy-1999-mbti-personality-type	Ed, Edd n Eddy (1999)	204	18	ISTJ
Verosika Mayday	https://www.personality-database.com/profile/262995/verosika-mayday-helluva-boss-2019-mbti-personality-type	Helluva Boss (2019)	248	18	ESTP
Sonic the Hedgehog	https://www.personality-database.com/profile/150411/sonic-the-hedgehog-sonic-boom-mbti-personality-type	Sonic Boom	232	22	ENTP
Kai	https://www.personality-database.com/profile/9378/kai-the-legend-of-korra-2012-mbti-personality-type	The Legend of Korra (2012)	171	13	ESTP
Donald Duck	https://www.personality-database.com/profile/8953/donald-duck-mickey-mouse-clubhouse-mbti-personality-type	Mickey Mouse Clubhouse	184	8	ISTP
Tambry	https://www.personality-database.com/profile/164655/tambry-gravity-falls-2012-mbti-personality-type	Gravity Falls (2012)	197	3	ISFP
Torrin	https://www.personality-database.com/profile/501299/torrin-love-death-robots-mbti-personality-type	Love, Death & Robots	188	31	INTJ
Brittany Taylor	https://www.personality-database.com/profile/19270/brittany-taylor-daria-1997-mbti-personality-type	Daria (1997)	206	6	ESFP
Webbigail "Webby" Vanderquack	https://www.personality-database.com/profile/22955/webbigail-webby-vanderquack-ducktales-2017-mbti-personality-type	DuckTales (2017)	207	4	ENFP
Jiang Yanli	https://www.personality-database.com/profile/23760/jiang-yanli-grandmaster-of-demonic-cultivation-mo-dao-zu-shi-mbti-personality-type	Grandmaster of Demonic Cultivation (Mo Dao Zu Shi)	194	13	ISFJ
Mac	https://www.personality-database.com/profile/5227/mac-fosters-home-for-imaginary-friends-mbti-personality-type	Foster's Home for Imaginary Friends	154	13	INFJ
Spinnerella	https://www.personality-database.com/profile/129383/spinnerella-shera-and-the-princesses-of-power-2018-mbti-personality-type	She-Ra and the Princesses of Power (2018)	185	12	INFP
Sebastian St. Clair	https://www.personality-database.com/profile/68728/sebastian-st-clair-bojack-horseman-2014-mbti-personality-type	BoJack Horseman (2014)	152	16	ENFJ
Shelly Marsh	https://www.personality-database.com/profile/65653/shelly-marsh-south-park-1997-mbti-personality-type	South Park (1997)	171	4	ESTJ
Strawberry Shortcake	https://www.personality-database.com/profile/129824/strawberry-shortcake-strawberry-shortcake-2003-mbti-personality-type	Strawberry Shortcake (2003)	163	9	ESFJ
Sticks the Badger	https://www.personality-database.com/profile/33397/sticks-the-badger-sonic-boom-mbti-personality-type	Sonic Boom	150	15	ENTP
Della Duck	https://www.personality-database.com/profile/42262/della-duck-ducktales-2017-mbti-personality-type	DuckTales (2017)	158	8	ENFP
Morro	https://www.personality-database.com/profile/15405/morro-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	178	25	ISFP
Cyril Figgis	https://www.personality-database.com/profile/3212/cyril-figgis-archer-mbti-personality-type	Archer	124	8	ISFJ
Larry the Cucumber	https://www.personality-database.com/profile/52599/larry-the-cucumber-veggietales-1993-mbti-personality-type	VeggieTales (1993)	128	17	ENFP
Theodore Shackleford “The Man with the Yellow Hat”	https://www.personality-database.com/profile/79187/theodore-shackleford-the-man-with-the-yellow-hat-curious-george-mbti-personality-type	Curious George	135	20	ISFJ
Jamie Russo	https://www.personality-database.com/profile/45933/jamie-russo-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	117	7	ISTP
Damon	https://www.personality-database.com/profile/490714/damon-my-story-animated-mbti-personality-type	My Story Animated	105	9	INTJ
Michelangelo "Mikey"	https://www.personality-database.com/profile/74934/michelangelo-mikey-rise-of-the-teenage-mutant-ninja-turtles-2018-mbti-personality-type	Rise of the Teenage Mutant Ninja Turtles (2018)	157	7	ENFP
Knuckles the Echidna	https://www.personality-database.com/profile/150416/knuckles-the-echidna-sonic-boom-mbti-personality-type	Sonic Boom	135	26	ESTP
King Julien XIII	https://www.personality-database.com/profile/75955/king-julien-xiii-all-hail-king-julien-mbti-personality-type	All Hail King Julien	131	3	XXXX
Nutty	https://www.personality-database.com/profile/54221/nutty-happy-tree-friends-mbti-personality-type	Happy Tree Friends	113	9	ESFP
Mao Mao	https://www.personality-database.com/profile/39008/mao-mao-mao-mao-heroes-of-pure-heart-mbti-personality-type	Mao Mao: Heroes of Pure Heart	122	11	ESTJ
Claire Nuñez	https://www.personality-database.com/profile/12212/claire-nuez-trollhunters-tales-of-arcadia-2016-mbti-personality-type	Trollhunters: Tales of Arcadia (2016)	114	34	ENFJ
General James Ironwood	https://www.personality-database.com/profile/74984/general-james-ironwood-rwby-2012-mbti-personality-type	RWBY (2012)	156	17	ENTJ
Christophe “The Mole”	https://www.personality-database.com/profile/109497/christophe-the-mole-south-park-1997-mbti-personality-type	South Park (1997)	91	5	ISTP
Donald Duck	https://www.personality-database.com/profile/163710/donald-duck-classic-mickey-mouse-mbti-personality-type	Classic Mickey Mouse	144	1	ESTJ
Sr Pelo	https://www.personality-database.com/profile/204677/sr-pelo-sr-pelo-mbti-personality-type	Sr Pelo	86	8	ENFP
Elliot Birch	https://www.personality-database.com/profile/18732/elliot-birch-big-mouth-2017-mbti-personality-type	Big Mouth (2017)	93	4	ENFJ
Quackity (Karmaland)	https://www.personality-database.com/profile/519329/quackity-karmaland-karmaland-mbti-personality-type	Karmaland	104	4	ENTP
Cass Wizard	https://www.personality-database.com/profile/25123/cass-wizard-bee-and-puppycat-2013-mbti-personality-type	Bee and PuppyCat (2013)	97	18	ENTP
Neutral	https://www.personality-database.com/profile/142158/neutral-futurama-1999-mbti-personality-type	Futurama (1999)	89	6	ISTJ
Dendy	https://www.personality-database.com/profile/41144/dendy-ok-ko-lets-be-heroes-mbti-personality-type	OK K.O.! Let's Be Heroes	74	2	INTP
Sara	https://www.personality-database.com/profile/153290/sara-over-the-garden-wall-2014-mbti-personality-type	Over the Garden Wall (2014)	83	3	ISFP
Mr. Nimbus	https://www.personality-database.com/profile/342529/mr-nimbus-rick-and-morty-2013-mbti-personality-type	Rick and Morty (2013)	101	5	ESTP
Fizzarolli	https://www.personality-database.com/profile/424481/fizzarolli-helluva-boss-2019-mbti-personality-type	Helluva Boss (2019)	114	15	ENTP
Снежка	https://www.personality-database.com/profile/178833/-fantasy-patrol--mbti-personality-type	Fantasy Patrol (Сказочный патруль)	96	1	INFP
Puff-Puff Humbert	https://www.personality-database.com/profile/216731/puffpuff-humbert-your-favorite-martian-mbti-personality-type	Your Favorite Martian	106	7	ESTP
Rocky Robinson	https://www.personality-database.com/profile/45972/rocky-robinson-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	79	1	ISFP
Asmodeus "Ozzie", Ruler of the Lust Ring	https://www.personality-database.com/profile/424569/asmodeus-ozzie-ruler-of-the-lust-ring-helluva-boss-2019-mbti-personality-type	Helluva Boss (2019)	104	7	ESTP
Eugene	https://www.personality-database.com/profile/14908/eugene-hey-arnold-1996-mbti-personality-type	Hey Arnold! (1996)	86	4	INFP
Cesar Torres	https://www.personality-database.com/profile/429891/cesar-torres-the-mandela-catalogue-mbti-personality-type	The Mandela Catalogue	62	4	ISTP
Kion	https://www.personality-database.com/profile/14752/kion-the-lion-guard-2016-mbti-personality-type	The Lion Guard (2016)	65	4	ESTJ
Pythor P. Chumsworth	https://www.personality-database.com/profile/26799/pythor-p-chumsworth-ninjago-masters-of-spinjitzu-2011-mbti-personality-type	Ninjago: Masters of Spinjitzu (2011)	90	5	ENTJ
Lucky	https://www.personality-database.com/profile/190730/lucky-spirit-riding-free-mbti-personality-type	Spirit: Riding Free	64	5	XXXX
Lily Loud	https://www.personality-database.com/profile/124950/lily-loud-the-loud-house-2015-mbti-personality-type	The Loud House (2015)	67	4	ESFP
Julius Oppenheimmer Jr.	https://www.personality-database.com/profile/45938/julius-oppenheimmer-jr-the-amazing-world-of-gumball-2011-mbti-personality-type	The Amazing World of Gumball (2011)	64	2	ESTP
Dr. Fox	https://www.personality-database.com/profile/41453/dr-fox-unikitty-mbti-personality-type	Unikitty!	72	3	INTP
Rick Prime	https://www.personality-database.com/profile/555096/rick-prime-rick-and-morty-2013-mbti-personality-type	Rick and Morty (2013)	149	10	ENTP
Timber Spruce	https://www.personality-database.com/profile/62732/timber-spruce-my-little-pony-friendship-is-magic-2010-mbti-personality-type	My Little Pony: Friendship Is Magic (2010)	54	3	ESFJ
Suki	https://www.personality-database.com/profile/1250/suki-avatar-the-last-airbender-2005-mbti-personality-type	Avatar: The Last Airbender (2005)	1.8k	334	ENFJ
Applejack	https://www.personality-database.com/profile/1578/applejack-my-little-pony-friendship-is-magic-2010-mbti-personality-type	My Little Pony: Friendship Is Magic (2010)	1.7k	280	ESTJ
Buttercup	https://www.personality-database.com/profile/1503/buttercup-the-powerpuff-girls-1998-mbti-personality-type	The Powerpuff Girls (1998)	1.5k	165	ESTP
Luka Couffaine	https://www.personality-database.com/profile/42378/luka-couffaine-miraculous-tales-of-ladybug-cat-noir-2015-mbti-personality-type	Miraculous: Tales of Ladybug & Cat Noir (2015)	1.4k	131	INFJ
Rigby	https://www.personality-database.com/profile/3033/rigby-regular-show-2010-mbti-personality-type	Regular Show (2010)	1.3k	120	ESFP
Princess Celestia	https://www.personality-database.com/profile/1581/princess-celestia-my-little-pony-friendship-is-magic-2010-mbti-personality-type	My Little Pony: Friendship Is Magic (2010)	1.1k	74	ENFJ
Bolin	https://www.personality-database.com/profile/1274/bolin-the-legend-of-korra-2012-mbti-personality-type	The Legend of Korra (2012)	1.1k	94	ENFP
Amethyst	https://www.personality-database.com/profile/1591/amethyst-steven-universe-2013-mbti-personality-type	Steven Universe (2013)	1.2k	46	ESFP
Emperor Belos	https://www.personality-database.com/profile/170884/emperor-belos-the-owl-house-2020-mbti-personality-type	The Owl House (2020)	550	115	INTJ
Mordecai	https://www.personality-database.com/profile/3036/mordecai-regular-show-2010-mbti-personality-type	Regular Show (2010)	1k	19	ISFP
Bloom	https://www.personality-database.com/profile/9152/bloom-winx-club-2004-mbti-personality-type	Winx Club (2004)	940	35	ENFJ
Cassandra	https://www.personality-database.com/profile/16529/cassandra-rapunzels-tangled-adventure-2017-mbti-personality-type	Rapunzel's Tangled Adventure (2017)	577	44	ISTJ
Jerry the Mouse	https://www.personality-database.com/profile/29338/jerry-the-mouse-tom-and-jerry-mbti-personality-type	Tom and Jerry	915	94	ENTP
Kagami Tsurugi "Ryuko"	https://www.personality-database.com/profile/47519/kagami-tsurugi-ryuko-miraculous-tales-of-ladybug-cat-noir-2015-mbti-personality-type	Miraculous: Tales of Ladybug & Cat Noir (2015)	955	73	ISTJ
