name	link	movie_title	num_votes	num_comments	mbti
Genie	https://www.personality-database.com/profile/2929/genie-aladdin-1992-mbti-personality-type	Aladdin (1992)	506	19	ENFP
Casey Cooke	https://www.personality-database.com/profile/5755/casey-cooke-split-2016-mbti-personality-type	Split (2016)	586	61	INTJ
Quasimodo	https://www.personality-database.com/profile/5512/quasimodo-the-hunchback-of-notre-dame-1996-mbti-personality-type	The Hunchback of Notre Dame (1996)	595	38	INFP
PT Barnum	https://www.personality-database.com/profile/28400/pt-barnum-the-greatest-showman-2017-mbti-personality-type	The Greatest Showman (2017)	493	76	ENTP
Veruca Salt	https://www.personality-database.com/profile/45441/veruca-salt-charlie-and-the-chocolate-factory-2005-mbti-personality-type	Charlie and the Chocolate Factory (2005)	602	27	ESTJ
Jenny Curran	https://www.personality-database.com/profile/7022/jenny-curran-forrest-gump-1994-mbti-personality-type	Forrest Gump (1994)	492	52	ESFP
Maleficent	https://www.personality-database.com/profile/8530/maleficent-sleeping-beauty-1959-mbti-personality-type	Sleeping Beauty (1959)	661	104	INTJ
Jacob Black	https://www.personality-database.com/profile/11576/jacob-black-twilight-franchise-mbti-personality-type	Twilight (Franchise)	487	54	ISFP
Hugh Ransom Drysdale	https://www.personality-database.com/profile/69871/hugh-ransom-drysdale-knives-out-2019-mbti-personality-type	Knives Out (2019)	503	26	ESTP
Poppy	https://www.personality-database.com/profile/121787/poppy-trolls-2016-mbti-personality-type	Trolls (2016)	394	29	ENFP
Prince Charming	https://www.personality-database.com/profile/3447/prince-charming-shrek-franchise-mbti-personality-type	Shrek (Franchise)	425	21	ESTP
Scott Pilgrim	https://www.personality-database.com/profile/9834/scott-pilgrim-scott-pilgrim-vs-the-world-2010-mbti-personality-type	Scott Pilgrim vs. the World (2010)	514	63	ISFP
Evelyn Wang	https://www.personality-database.com/profile/481559/evelyn-wang-everything-everywhere-all-at-once-mbti-personality-type	Everything Everywhere All At Once	468	49	ESTJ
Marla Grayson	https://www.personality-database.com/profile/255122/marla-grayson-i-care-a-lot-2020-mbti-personality-type	I Care a Lot (2020)	556	65	ENTJ
Tow Mater	https://www.personality-database.com/profile/13654/tow-mater-cars-franchise-mbti-personality-type	Cars (Franchise)	366	23	ESFP
Allie Hamilton	https://www.personality-database.com/profile/12547/allie-hamilton-the-notebook-2004-mbti-personality-type	The Notebook (2004)	217	14	ESFJ
Gustave H.	https://www.personality-database.com/profile/19781/gustave-h-the-grand-budapest-hotel-2014-mbti-personality-type	The Grand Budapest Hotel (2014)	355	27	ENTP
Aldo Raine	https://www.personality-database.com/profile/11056/aldo-raine-inglourious-basterds-2009-mbti-personality-type	Inglourious Basterds (2009)	395	14	ESTP
Atticus Finch	https://www.personality-database.com/profile/1180/atticus-finch-to-kill-a-mockingbird-1962-mbti-personality-type	To Kill a Mockingbird (1962)	384	9	INFJ
Theodore Seville	https://www.personality-database.com/profile/68754/theodore-seville-alvin-and-the-chipmunks-2007-mbti-personality-type	Alvin And The Chipmunks (2007)	428	45	ISFJ
John Milton	https://www.personality-database.com/profile/17066/john-milton-the-devils-advocate-1997-mbti-personality-type	The Devil's Advocate (1997)	283	35	ENTJ
Grandma Tala	https://www.personality-database.com/profile/23922/grandma-tala-moana-2016-mbti-personality-type	Moana (2016)	269	24	INFJ
Arthur	https://www.personality-database.com/profile/1109/arthur-inception-2010-mbti-personality-type	Inception (2010)	298	23	ISTJ
Jonathan “Jon” Larson	https://www.personality-database.com/profile/410733/jonathan-jon-larson-tick-tickboom-mbti-personality-type	tick, tick...BOOM!	360	28	ENFP
Ben Hanscom	https://www.personality-database.com/profile/7806/ben-hanscom-it-2017-mbti-personality-type	It (2017)	379	14	INFP
Ellie Chu	https://www.personality-database.com/profile/117465/ellie-chu-the-half-of-it-2020-mbti-personality-type	The Half of It (2020)	315	24	INTP
Josh Johnson	https://www.personality-database.com/profile/325995/josh-johnson-fear-street-franchise-mbti-personality-type	Fear Street (Franchise)	300	13	INTP
Ms. Sharon Norbury	https://www.personality-database.com/profile/35198/ms-sharon-norbury-mean-girls-2004-mbti-personality-type	Mean Girls (2004)	291	40	INFJ
Lorraine Warren	https://www.personality-database.com/profile/37126/lorraine-warren-the-conjuring-mbti-personality-type	The Conjuring	326	10	INFJ
Betelgeuse	https://www.personality-database.com/profile/6541/betelgeuse-beetlejuice-1988-mbti-personality-type	Beetlejuice (1988)	308	19	ESTP
Ian Lightfoot	https://www.personality-database.com/profile/97789/ian-lightfoot-onward-2020-mbti-personality-type	Onward (2020)	295	25	ISFJ
Bo-Peep	https://www.personality-database.com/profile/881/bopeep-toy-story-franchise-mbti-personality-type	Toy Story (Franchise)	260	15	ISFJ
Bo-Peep (Toy Story 4)	https://www.personality-database.com/profile/40475/bopeep-toy-story-4-toy-story-franchise-mbti-personality-type	Toy Story (Franchise)	297	45	ENFJ
Mary Adler	https://www.personality-database.com/profile/98957/mary-adler-gifted-2017-mbti-personality-type	Gifted (2017)	325	28	INTP
Ofelia	https://www.personality-database.com/profile/2864/ofelia-pans-labyrinth-2006-mbti-personality-type	Pan's Labyrinth (2006)	324	13	INFP
Stella Grant	https://www.personality-database.com/profile/30162/stella-grant-five-feet-apart-2019-mbti-personality-type	Five Feet Apart (2019)	218	14	ESTJ
Princess Anneliese	https://www.personality-database.com/profile/55898/princess-anneliese-barbie-as-the-princess-and-the-pauper-2004-mbti-personality-type	Barbie as the Princess and the Pauper (2004)	266	10	ISFJ
Lux Lisbon	https://www.personality-database.com/profile/36051/lux-lisbon-the-virgin-suicides-2000-mbti-personality-type	The Virgin Suicides (2000)	359	32	ESFP
Rocky Balboa	https://www.personality-database.com/profile/3827/rocky-balboa-rocky-mbti-personality-type	Rocky	262	11	ISFP
Cry Baby	https://www.personality-database.com/profile/57811/cry-baby-k12-2019-mbti-personality-type	K-12 (2019)	352	6	INFP
Knox Overstreet	https://www.personality-database.com/profile/12065/knox-overstreet-dead-poets-society-1989-mbti-personality-type	Dead Poets Society (1989)	269	14	ISFP
