Joker (2019),"Arthur Fleck ""Joker""",INFP,3485
Joker (2019),Murray Franklin,ESTP,277
Joker (2019),Thomas Wayne,ESTJ,169
Joker (2019),Penny Fleck,ISFJ,133
Joker (2019),Sophie Dumond,ISFP,76
Joker (2019),Gary,ISFJ,66
Joker (2019),Debra Kane,ISTJ,56
Joker (2019),Randall,ESTP,44
Joker (2019),Bruce,INTJ,55
Joker (2019),The Clowns Movement,ENTP,42
Joker (2019),Gene Ufland,ESTJ,19
Joker (2019),Detective Burke,ISTP,17
Joker (2019),Detective Garrity,ISFJ,15
